,rates_mean_gdp,rates_mean_ei,rates_mean_oil,rates_mean_coal,rates_mean_gas,rates_mean_fossil,rates_std_gdp,rates_std_ei,rates_std_oil,rates_std_coal,rates_std_gas,rates_std_fossil
2018,2.4171179646960774,-1.8993817748766548,-0.4539878926377601,-3.460685892152164,0.2518660106512565,-0.015949009210784754,0.35923158529693155,1.0343620679686472,1.5324510640234543,4.569188738194178,2.238233198161377,1.053087584211755
2019,2.3702233250783045,-1.8525367972958966,-0.5200054488335057,-3.325715395218085,0.19879671350689235,0.006527844523746505,0.32165809423979674,0.9576949663856217,1.5028257452593325,4.245124218329202,2.190059173135597,0.9787955960281021
2020,2.3233286854605324,-1.805691819715139,-0.5860230050292514,-3.1907448982840063,0.145727416362528,0.029004698258277763,0.28412443437026547,0.882530266942233,1.4845379108086196,3.9457457408149734,2.1479956333645163,0.9058858593774102
2021,2.2764340458427594,-1.7588468421343808,-0.6520405612249971,-3.0557744013499266,0.09265811921816393,0.05148155199280906,0.2466487902335673,0.8092866969984693,1.478008466710484,3.6770878683522965,2.112407637437591,0.8347206564287086
2022,2.2295394062249874,-1.7120018645536228,-0.7180581174207425,-2.9208039044158483,0.039588822073799726,0.07395840572734033,0.20926233331002325,0.7385360561604605,1.483392691681415,3.446342532354777,2.083627015348544,0.7657865048108924
2023,2.182644766607215,-1.6651568869728648,-0.7840756736164882,-2.7858334074817694,-0.01348047507056451,0.09643525946187162,0.1720232236130983,0.6710672969234848,1.500562347530383,3.261566253713267,2.0619388395657823,0.6997430816128698
2024,2.1357501269894423,-1.6183119093921066,-0.8500932298122339,-2.6508629105476906,-0.06654977221492867,0.11891211319640285,0.1350534030794576,0.6079740045364846,1.5291204893480617,3.130908482008795,2.047568495499838,0.6374894526284745
2025,2.0888554873716694,-1.5714669318113488,-0.9161107860079793,-2.5158924136136123,-0.11961906935929287,0.14138896693093414,0.0986560733338638,0.5507619502333632,1.5684451581385686,3.0613064754084647,2.0406705848938573,0.5802467033882331
2026,2.041073484574313,-1.52462195423059,-0.9821283422037249,-2.3809219166795335,-0.17268836650365701,0.16386582066546543,0.0740824235494403,0.5014482265382708,1.6177513987812484,3.056933540061141,2.0413208603677644,0.5296420338362093
2027,1.993291481776956,-1.477776976649832,-1.0481458983994703,-2.245951419745454,-0.22575766364802125,0.18634267439999666,0.05166420068921843,0.4625658703500372,1.6761585824304197,3.118064129974468,2.0495121371995157,0.4877459829176291
2028,1.9455094789795995,-1.4309319990690743,-1.1141634545952166,-2.1109809228113763,-0.2788269607923855,0.20881952813452795,0.03572076801173736,0.43690880898396783,1.7427519128314635,3.2409938425158873,2.0651546849370983,0.4569601911887903
2029,1.8977274761822425,-1.384087021488316,-1.180181010790962,-1.9760104258772975,-0.33189625793674965,0.23129638186905926,0.036173973826995214,0.4268684724404956,1.8166313596672272,3.419063347486869,2.0880810500411973,0.43962495543723545
2030,1.8499454733848857,-1.3372420439075579,-1.2461985669867075,-1.841039928943219,-0.38496555508111396,0.2537732356035905,0.05260170128540704,0.4335312452411779,1.8969458071334488,3.6441985647519397,2.1180547200199134,0.4373426564925613
